URL,Raw,Title
https://newyork.craigslist.org/brx/fuo/d/wireless-telephone/6346961389.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",WIRELESS TELEPHONE
https://newyork.craigslist.org/mnh/fuo/d/very-nice-two-seater-couch/6346460458.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",VERY NICE TWO-SEATER COUCH WITH WOODEN FINISHES
https://newyork.craigslist.org/fct/fuo/d/vintage-and-gorgeous-chinese/6341166122.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Vintage and gorgeous chinese chest
https://newyork.craigslist.org/mnh/fuo/d/sofa-bed-bobs-furniture/6357423664.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Sofa bed - Bob's Furniture Timeless
https://newyork.craigslist.org/brk/fuo/d/bubbled-glass-double-cone/6318933570.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>","Bubbled Glass Double Cone Hanging Pendant Light 34"""
https://newyork.craigslist.org/fct/fuo/d/antique-cabinet-small-3-feet/6336588941.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Antique cabinet small 3 feet by 2 feet
https://newyork.craigslist.org/mnh/fud/d/mid-century-dresser-with/6357422763.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Mid-Century Dresser with Mirror (Originally 800)
https://newyork.craigslist.org/brk/fuo/d/beautiful-6ft-tall-throne/6319289418.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Beautiful 6ft. tall throne chair
https://newyork.craigslist.org/brk/fuo/d/bubbled-glass-double-cone/6318933848.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>","Bubbled Glass Double Cone Hanging Pendant Light 21"""
https://newyork.craigslist.org/que/fuo/d/ikea-besta-tv-unit/6357422160.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",IKEA Besta Tv unit
https://newyork.craigslist.org/que/fuo/d/malm-bedroom-set-price-dropped/6353032491.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Malm - Bedroom Set - PRICE DROPPED!!!
https://newyork.craigslist.org/wch/fuo/d/petit-godin-stove/6357421942.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Petit Godin Stove
https://newyork.craigslist.org/brk/fuo/d/desk/6357421762.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Desk
https://newyork.craigslist.org/lgi/fuo/d/beautiful-chaise-couch-for/6357421650.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Beautiful Chaise Couch FOR SALE
https://newyork.craigslist.org/mnh/fuo/d/reed-hansuld-dining-table/6325394205.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Reed Hansuld Dining Table Chairs Set Walnut Modern Furniture Delivered
https://newyork.craigslist.org/fct/fuo/d/white-with-red-tile-table-4/6357420800.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",WHITE WITH RED TILE TABLE + 4 RED/WHITE CHAIRS
https://newyork.craigslist.org/que/fuo/d/accent-table-by-crate-barrel/6347302451.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Accent table by Crate & Barrel (part of moving sale)
https://newyork.craigslist.org/que/fuo/d/end-tables-by-crate-barrel/6347310539.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",End tables by Crate & Barrel (part of moving sale)
https://newyork.craigslist.org/brx/fuo/d/hanging-tiffany-ceiling-lamp/6341717343.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",HANGING  TIFFANY CEILING LAMP
https://newyork.craigslist.org/brk/fuo/d/white-modern-coffee-table/6349719681.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",White Modern Coffee Table
https://newyork.craigslist.org/mnh/fuo/d/butcher-block-table-antique/6357420089.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",BUTCHER BLOCK TABLE ANTIQUE
https://newyork.craigslist.org/brk/fuo/d/shabby-armoire-dresser-well/6340003765.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Shabby Armoire dresser well LOVED by my artsy teen !
https://newyork.craigslist.org/brx/fuo/d/full-size-air-bed-new/6341704824.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",FULL SIZE AIR BED /NEW
https://newyork.craigslist.org/brx/fuo/d/hanging-tiffany-ceiling-lamp/6345756320.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",HANGING  TIFFANY CEILING LAMP
https://newyork.craigslist.org/que/fuo/d/accent-table-by-crate-barrel/6347316352.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Accent table by Crate & Barrel (part of moving sale)
https://newyork.craigslist.org/fct/fuo/d/set-of-2-photo-tables/6357419866.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Set of 2 photo tables
https://newyork.craigslist.org/mnh/fuo/d/excellent-wooden-frame-for/6344963188.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",EXCELLENT WOODEN FRAME FOR FULL SIZE FUTON MATTRESS
https://newyork.craigslist.org/que/fuo/d/stools-by-restoration/6347333010.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Stools by Restoration Hardware (part of moving sale)
https://newyork.craigslist.org/brx/fuo/d/ny-yankees-subway-to-the-game/6352181228.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",NY YANKEES SUBWAY TO THE GAME
https://newyork.craigslist.org/mnh/fuo/d/medical-lamp-antique/6357419483.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",medical lamp antique
https://newyork.craigslist.org/brk/fuo/d/like-new-ikea-wardrobe/6357419347.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Like New IKEA Wardrobe
https://newyork.craigslist.org/brk/fuo/d/kids-bed-2-bookcases-desk-and/6357419146.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>","Kids bed, 2 bookcases, desk and 2 chairs"
https://newyork.craigslist.org/brk/fuo/d/pretty-mirrored-oak-dresser/6354541265.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Pretty mirrored oak dresser w/ delivery
https://newyork.craigslist.org/mnh/fuo/d/childs-rocking-chair-with/6357418966.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Child's Rocking Chair with Rattan Seat
https://newyork.craigslist.org/fct/fuo/d/snack-tray-side-tables-set-of/6357418846.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Snack/Tray/Side TABLES Set of 4 with Stand/Holder-(next to Danbury)
https://newyork.craigslist.org/brk/fuo/d/dresser-quite-pretty-real/6354130553.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>","Dresser , quite pretty , real wood w/ delivery"
https://newyork.craigslist.org/brx/fuo/d/heavy-duty-portable-vacuum/6354877489.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",HEAVY DUTY  PORTABLE VACUUM CLEANER
https://newyork.craigslist.org/brk/fuo/d/queen-bed-frame-delivery/6354130077.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Queen bed frame w/delivery
https://newyork.craigslist.org/que/fuo/d/dressers-part-of-moving-sale/6347401465.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Dressers (part of moving sale)
https://newyork.craigslist.org/brx/fuo/d/foot-rest-furniture-mea-15-23/6354882789.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>","FOOT REST FURNITURE MEA 15 X 23"""
https://newyork.craigslist.org/brx/fuo/d/full-size-air-bed-new/6354883322.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",FULL SIZE AIR BED /NEW
https://newyork.craigslist.org/que/fuo/d/chairs-by-restoration/6347325494.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Chairs by Restoration Hardware (part of moving sale)
https://newyork.craigslist.org/mnh/fuo/d/wooden-side-table/6357418034.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Wooden Side Table
https://newyork.craigslist.org/brk/fuo/d/beautiful-6ft-tall-white/6341807451.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Beautiful 6ft. tall white throne chair
https://newyork.craigslist.org/brk/fuo/d/beautiful-6ft-tall-silver/6319265358.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Beautiful 6ft. tall silver leaf throne chair
https://newyork.craigslist.org/brk/fuo/d/beautiful-6ft-tall-double/6341795689.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Beautiful 6ft. tall double seat gold leaf throne chair
https://newyork.craigslist.org/brk/fuo/d/beautiful-6ft-tall-throne/6341892347.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Beautiful 6ft. tall throne chair
https://newyork.craigslist.org/brk/fuo/d/vintage-1800s-walter-heywood/6342759463.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Vintage 1800s walter heywood chair
https://newyork.craigslist.org/brx/fuo/d/full-size-air-bed-new/6354884325.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",FULL SIZE AIR BED /NEW
https://newyork.craigslist.org/brk/fuo/d/beautiful-6ft-tall-party/6332485123.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Beautiful 6ft. tall party throne chair
https://newyork.craigslist.org/brk/fuo/d/gorgeous-6ft-tall-throne-chair/6341861221.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Gorgeous 6ft. tall throne chair
https://newyork.craigslist.org/brk/fuo/d/beautiful-6ft-tall-throne/6341906344.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Beautiful 6ft. tall throne chair
https://newyork.craigslist.org/brk/fuo/d/beautiful-27-tall-gold-leaf/6341855945.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>","Beautiful 27"" tall gold leaf pink children's throne chair"
https://newyork.craigslist.org/que/fuo/d/dining-table-by-crate-barrel/6347290287.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Dining table by Crate & Barrel (part of moving sale)
https://newyork.craigslist.org/brk/fuo/d/my-bobs-furniture-recliner/6330943100.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",MY BOB'S FURNITURE RECLINER CHAIR
https://newyork.craigslist.org/que/fuo/d/coffee-table-by-crate-barrel/6347282124.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Coffee table by Crate & Barrel (part of moving sale)
https://newyork.craigslist.org/brk/fuo/d/ikea-media-unitdelivery/6353453334.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Ikea media unit 70 x 15 x 29 w/ delivery
https://newyork.craigslist.org/mnh/fuo/d/wooden-side-table/6357417252.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Wooden Side Table
https://newyork.craigslist.org/que/fuo/d/leather-swivel-chair-part-of/6347264414.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Leather swivel chair (part of moving sale)
https://newyork.craigslist.org/brk/fuo/d/rug-from-west-elm-beautiful/6353298439.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>","Rug from West Elm , beautiful condition w/ delivery"
https://newyork.craigslist.org/mnh/fuo/d/rustic-solid-wood-hand-made/6357416837.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Rustic solid wood hand made bench
https://newyork.craigslist.org/fct/fuo/d/green-armoire/6349903987.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Green Armoire
https://newyork.craigslist.org/mnh/fuo/d/antique-vintage-custom-settee/6348620201.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Antique Vintage Custom Settee Couch and Chair
https://newyork.craigslist.org/fct/fuo/d/dresser-mirror/6333895743.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Dresser Mirror
https://newyork.craigslist.org/fct/fuo/d/coffee-tables/6333895139.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Coffee Tables
https://newyork.craigslist.org/mnh/fuo/d/side-coffee-table/6339550915.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Side / coffee table
https://newyork.craigslist.org/mnh/fuo/d/round-tabletops-polished-edge/6343689800.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>","Round Tabletops - Polished Edge, Bevel, Ready Made"
https://newyork.craigslist.org/que/fuo/d/magnificent-double-armoire/6352220812.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",MAGNIFICENT DOUBLE ARMOIRE
https://newyork.craigslist.org/brx/fuo/d/hand-painted-framed-art/6352180758.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",HAND PAINTED FRAMED ART
https://newyork.craigslist.org/mnh/fuo/d/hand-painted-dresser-chest-of/6357415758.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Hand painted DRESSER & CHEST OF DRAWERS
https://newyork.craigslist.org/mnh/fuo/d/pottery-barn-side-table-like/6357415479.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Pottery Barn Side Table - Like New
https://newyork.craigslist.org/mnh/fuo/d/bar-cart-with-3-shelves-new/6357415495.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Bar Cart with 3 Shelves - NEW
https://newyork.craigslist.org/mnh/fuo/d/vintage-wood-frame-mirror/6343657108.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Vintage Wood Frame Mirror Window $85
https://newyork.craigslist.org/que/fuo/d/malm-bedroom-set-price-dropped/6357415361.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Malm - Bedroom Set - PRICE DROPPED!!!
https://newyork.craigslist.org/brx/fuo/d/wireless-telephone/6357415294.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",WIRELESS TELEPHONE
https://newyork.craigslist.org/brk/fuo/d/awesome-adjustable-table-work/6354919407.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Awesome adjustable table ( work or dining) w/ delivery
https://newyork.craigslist.org/mnh/fuo/d/pair-of-knoll-frank-gehry/6357414663.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Pair of Knoll Frank Gehry Cross Check Chairs
https://newyork.craigslist.org/brk/fuo/d/black-table-bench-set-beer/6357414570.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Black Table & Bench Set - Beer Garden/Octoberfest  | Oktoberfest
https://newyork.craigslist.org/mnh/fuo/d/3-drawer-wooden-file-cabinet/6343640441.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",3 Drawer Wooden File Cabinet
https://newyork.craigslist.org/brk/fuo/d/mid-century-slipper-chair/6357414335.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Mid century slipper chair
https://newyork.craigslist.org/mnh/fuo/d/antique-mirrors-frames/6343116440.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Antique Mirrors & Frames
https://newyork.craigslist.org/brk/fuo/d/pretty-mirrored-oak-dresser/6354919112.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Pretty mirrored oak dresser w/ delivery
https://newyork.craigslist.org/brk/fuo/d/knoll-saarinen-tulip-table-set/6357414112.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Knoll Saarinen tulip table set
https://newyork.craigslist.org/brk/fuo/d/solid-wood-dresser-closet/6347500996.html,"<Selector xpath='//p[@class=""result-info""]' data=u'<p class=""result-info"">\n        <span cl'>",Solid Wood Dresser / Closet / Armoire
